ID,圖檔,分類,備註,限制(EN),原文,EN,JA,KO,SC
lang_cbea3b8c,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/GuestPanel/GuestPanel_10/Name
language",,德克斯特,Dexter,デクスター,덱스터,德克斯特
lang_6e27cfa4,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/GuestPanel/GuestPanel_10/Text
language",,嘿嘿嘿～真期待她會脫到什麼程度呢～！,"Hehehe, can’t wait to see how far she’ll go～!",ひゃっひゃっひゃ、どこまで見せてくれるか楽しみだな～！,"캬캬캬, 어디까지 보여줄지 기대된다~!",嘿嘿嘿～真期待她能脱到什么程度呢～！
lang_59ba8106,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_BigDeal_1_Anto/Text
language",,哇……認真起來了呢，主人〜,"Wow… you’re serious today, Master~",わぁ……本気だね、マスター〜,"와…… 오늘은 진심이네, 마스터~",哇……认真起来了呢，主人〜
lang_a1ee8485,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_BigDeal_2_Anto/Text
language",,放這麼多……不會後悔嗎？,Putting in that much… sure you won’t regret it?,そんなに出して……後悔しない？,그렇게나 걸어서… 후회 안 해?,放这么多……不会后悔吗？
lang_6e86e13c,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_BigDeal_3_Anto/Text
language",,呵呵，把退路都堵死了呢〜,"Hehe, you’ve cut off your escape~",ふふっ、逃げ道なくしたね〜,"후후, 도망칠 길을 막아버렸네~",呵呵，把退路都堵死了呢〜
lang_019c4a7b,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_BigDeal_4_Anto/Text
language",,下注方式不錯呢，我不討厭喔〜,Nice way to bet. I don’t hate it~,いい賭け方するじゃん。嫌いじゃないよ〜,베팅 센스 좋네. 싫지 않아~,下注方式不错嘛，我不讨厌哦〜
lang_83e7e5ea,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_BigDeal_5_Anto/Text
language",,再多放一點也可以喔？我又不會跑〜,"You can put in more, you know? I’m not going anywhere~",その覚悟、負けた時まで持つといいけど？,좀 더 걸어도 돼? 난 도망 안 가~,还可以多放点哦？我又不会跑〜
lang_2ad8c885,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_SmallDeal_1_Anto/Text
language",,欸〜，只有這樣？今天很保守呢〜？,Eh~ that’s all? Playing it safe today~?,え〜、それだけ？今日は控えめだね〜？,"어〜, 그게 다야? 오늘은 꽤 조심스럽네~?",诶〜，就这么点？今天很保守嘛〜？
lang_e2a4c506,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_SmallDeal_2_Anto/Text
language",,呵呵，這麼小的賭注夠嗎？,"Hehe, is that tiny bet really enough?",ふふ、そんな小さな賭けで足りるの？,"후후, 그런 작은 판돈으로 괜찮아?",呵呵，这么小的赌注够吗？
lang_5e461447,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_SmallDeal_3_Anto/Text
language",,這樣就以為能贏，可不行喔〜,Don’t think that’s enough to win~,そのくらいで勝ったつもりにならないでよ〜,그 정도로 이길 수 있다고 생각하지 마~,别以为这样就能赢哦〜
lang_581c27f0,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_SmallDeal_4_Anto/Text
language",,一臉安全第一的表情呢，主人〜,"You’ve got that ‘safety first’ look, Master~",安全第一って顔してるね、マスター〜,"완전 안전 제일주의 얼굴이네, 마스터~",一副安全第一的表情呢，主人〜
lang_5d805e69,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_SmallDeal_5_Anto/Text
language",,再多放一點也可以喔？我又不會跑〜,"You can put in more, you know? I’m not going anywhere~",もっと出してもいいんだよ？アタシは逃げないから〜,좀 더 걸어도 돼? 난 도망 안 가~,还可以多放点哦？我又不会跑〜
lang_f2fdd5fa,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_LewdSound_Deal_1_Anto/Text
language",,嗯…♡ 又下這麼多…？,Nnh…♡ That much again…?,んっ…♡ またそんなに…？,응…♡ 또 그렇게 많이…?,嗯…♡ 又下这么多…？
lang_aa40b0f9,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_LewdSound_Deal_2_Anto/Text
language",,哈啊…♡ 好熱…我…,Haa…♡ I’m so hot…,はぁ…♡ 熱いよ…あたし…,하아…♡ 너무 뜨거워… 나…,哈啊…♡ 好热…我…
lang_61152e80,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_LewdSound_Deal_3_Anto/Text
language",,嗚♡ 再多一點…下注…？,Ah…♡ Bet more… won’t you…?,ふぁ♡ もっと…賭けて…？,후아♡ 더… 걸어줘…?,呜♡ 再多点…下注…？
lang_154ebb17,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Anto/Diagol_LewdSound_Deal_4_Anto/Text
language",,啊…♡ 不行了…可能要壞掉了…,Ah…♡ I… might be done for…,あっ…♡ もう…ダメかも…,아…♡ 이제… 안 될지도…,啊…♡ 不行了…可能要坏掉了…
lang_af0452d4,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_BigDeal_1_Hetty/Text
language",,……哼，看來是認真了,…Hmph. Looks like you’re serious.,……ふん。本気で来たみたいね,……흥. 진심인 것 같네.,……哼，看来是认真了
lang_5d5f19f5,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_BigDeal_2_Hetty/Text
language",,既然押到這個程度，就別想找藉口,"If you bet that much, no excuses.",そこまで出すなら、言い訳はできないわよ,"그렇게까지 걸었으면, 변명은 없어.",既然押到这个程度，就别想找借口
lang_ea9ed142,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_BigDeal_3_Hetty/Text
language",,覺悟我認可，但結果是另一回事,I’ll acknowledge your resolve. Results are another matter.,覚悟は評価する。でも結果は別,각오는 인정해. 하지만 결과는 별개야.,觉悟我认可，但结果是另一回事
lang_650b9e4b,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_BigDeal_4_Hetty/Text
language",,不錯的下注方式，碾壓起來更有價值,A good bet. Makes crushing you worthwhile.,いい賭け方ね。潰しがいがあるわ,괜찮은 베팅이네. 짓밟을 맛이 나겠어.,不错的下注方式，碾压起来更有价值
lang_6a302b78,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_BigDeal_5_Hetty/Text
language",,輸了可別哭啊？,Don’t cry when you lose.,負けた時、泣かないでよ？ ,질 때 울지는 말라고?,输了可别哭啊？
lang_57f8ed15,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_SmallDeal_1_Hetty/Text
language",,……只有這點？你是來贏的嗎？,…That’s it? Are you even trying to win?,……それだけ？勝つ気あるの？,……그게 전부야? 이길 생각은 있는 거야?,……就这点？你是来赢的吗？
lang_d25b1574,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_SmallDeal_2_Hetty/Text
language",,真是小打小鬧的下注，性格都寫在臉上了,Such a small bet. Your personality shows.,小さくまとまった賭けね。性格が出てるわ,소심한 베팅이네. 성격이 그대로 드러나.,真是小打小闹的下注，性格都写在脸上了
lang_b0bc78a7,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_SmallDeal_3_Hetty/Text
language",,就憑這種程度，也想挑戰我？,With that? You think you can challenge me?,その程度で、私に挑むつもり？,그 정도로 나한테 도전하겠다고?,就凭这种程度，也想挑战我？
lang_3222f576,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_SmallDeal_4_Hetty/Text
language",,安全策略？……真像弱者的選擇,Playing it safe? …A weakling’s choice.,安全策？……弱者らしい選択ね,안전책? ……약자다운 선택이네.,安全策略？……真像弱者的选择
lang_f208b6a9,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_SmallDeal_5_Hetty/Text
language",,多放一點。不然就是在浪費我的時間,"Bet more. Otherwise, you’re wasting my time.",もっと出しなさい。じゃないと時間の無駄よ,좀 더 걸어. 아니면 내 시간 낭비야.,多放点。不然就是在浪费我的时间
lang_5e25dfa8,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_LewdSound_Deal_1_Hetty/Text
language",,…哈啊…下這麼多…？,…Hah… that much…?,…っ、はぁ…そんなに…？,…하아… 그렇게 많이…?,…哈啊…下这么多…？
lang_2402d6b9,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_LewdSound_Deal_2_Hetty/Text
language",,嗯…♡ 身體…好熱…,Nnh…♡ My body… is hot…,んっ…♡ 身体…熱い…,응…♡ 몸이… 뜨거워…,嗯…♡ 身体…好热…
lang_85646a46,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_LewdSound_Deal_3_Hetty/Text
language",,再多一點…下注吧…♡,I want you… to bet more…♡,もっと…賭けて…ほしい…♡,더… 걸어줬으면…♡,再多点…下注吧…♡
lang_c5f806b7,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Hetty/Diagol_LewdSound_Deal_4_Hetty/Text
language",,請…再多下注一點…,Please… bet more…,もっと…賭けて…ください…,더… 걸어주세요…,请…再多下注一点…
lang_bc434908,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_BigDeal_1_Alice/Text
language",,……是認真的呢。看來已經做好覺悟了,…You’re serious. It seems you’re prepared.,……本気、ですね。覚悟はできているようです,……진심이군요. 각오는 되어 있는 것 같아요.,……是认真的呢。看来已经做好觉悟了
lang_b04c156d,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_BigDeal_2_Alice/Text
language",,押這麼多……退路也考慮過了嗎？,Betting that much… have you considered your retreat?,そんなに賭けて……退路は考えていますか？,그렇게 거는데…… 물러설 길은 생각했나요?,押这么多……退路也考虑过了吗？
lang_db73209e,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_BigDeal_3_Alice/Text
language",,這種下注方式……我並不討厭,I don’t dislike this way of betting.,その賭け方、嫌いではありません,그런 베팅 방식…… 싫지는 않네요.,这种下注方式……我并不讨厌
lang_a5689353,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_BigDeal_4_Alice/Text
language",,贏了的話，回報也會很大……是這樣的判斷吧,"If you win, the reward will be great… that’s your judgment, right?",勝てば見返りも大きい……そういう判断ですね,이기면 보상도 크다…… 그런 판단이겠죠.,赢了的话，回报也会很大……是这样的判断吧
lang_016a5e14,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_BigDeal_5_Alice/Text
language",,連輸掉時的後果……也已經考慮過了，對吧？,You’ve thought about losing as well… haven’t you?,負けた時のことも、考えた上で……ですよね？,졌을 때의 결과도…… 생각한 거죠?,连输掉时的后果……也已经考虑过了，对吧？
lang_f349ee7d,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_SmallDeal_1_Alice/Text
language",,……用這樣的籌碼，有勝算嗎？,"…With a bet like that, do you really have a chance to win?",……その賭け金で、勝算はあるんですか？,"……그 정도 판돈으로, 이길 수 있다고 생각해요?",……用这样的筹码，有胜算吗？
lang_8ab7a198,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_SmallDeal_2_Alice/Text
language",,挺保守呢。謹慎倒不是壞事，不過……,"You're quite cautious. Being careful isn't a bad thing, but…",控えめですね。慎重なのは悪くありませんが……,꽤 신중하시네요. 조심하는 건 나쁜 건 아니지만…,挺保守呢。谨慎倒不是坏事，不过……
lang_5a95ae77,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_SmallDeal_3_Alice/Text
language",,這是不勉強自己的判斷嗎？,So you’ve decided not to push yourself?,無理はしない、という判断ですか？,무리하지 않겠다는 판단인가요?,这是不勉强自己的判断吗？
lang_2fb5a52a,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_SmallDeal_4_Alice/Text
language",,只到這種程度就滿足的話，多少有點可惜呢,Stopping at that level feels a little wasteful.,その程度で満足してしまうのは、少し勿体ない気がします,"그 정도에서 만족해 버리면, 조금 아쉬워요.",只到这种程度就满足的话，多少有点可惜呢
lang_ba1bd239,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_SmallDeal_5_Alice/Text
language",,……希望這是你不會後悔的選擇,…I hope you won’t regret that choice.,……後悔しない選択だと、いいですね ,……후회하지 않을 선택이길 바라요.,……希望这是你不会后悔的选择
lang_a4bef4a4,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_LewdSound_Deal_1_Alice/Text
language",,啊…♡ 下了很多呢…,Ah…♡ That’s a lot…,あっ…♡ たくさん…ですね…,아…♡ 많이 거셨네요…,啊…♡ 下了很多呢…
lang_af588379,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_LewdSound_Deal_2_Alice/Text
language",,哈啊…♡ 好熱…在發疼…,Haa…♡ It’s hot… it aches…,はぁ…♡ 熱くて…疼く…,하아…♡ 뜨거워서… 욱신거려…,哈啊…♡ 好热…在发疼…
lang_9dcfdc6a,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_LewdSound_Deal_3_Alice/Text
language",,嗯…想讓你…看著…♡,Nnh… I want you… to look…♡,んっ…見て…ほしい…♡,응… 봐줬으면…♡,嗯…想让你…看着…♡
lang_b23e9db7,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/FemaleDealerPanel_Alice/Diagol_LewdSound_Deal_4_Alice/Text
language",,…別看…乳頭…都硬了…,…Don’t look… my nipples… are hard…,…見ないで…乳首…立ってる…,…보지 마… 꼭지가… 서 있어…,…别看…乳头…都硬了…
lang_3a43a67c,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/MainPanel/ButtonsPanel/Deal/Deal
language",,下注,Deal,ディール,딜,下注
lang_d1c1217d,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/MainPanel/ButtonsPanel/Deal/Hit
language",,要牌,Hit,ヒット,히트,要牌
lang_8fa7d192,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/MainPanel/ButtonsPanel/Stand/Stand
language",,停牌,Stand,スタンド,스탠드,停牌
lang_8ec79e06,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/MainPanel/ButtonsPanel/Double/Double
language",,加倍,Double Down,ダブルダウン,더블 다운,加倍
lang_62c42494,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/MainPanel/ButtonsPanel/Undo/Undo
language",,撤銷,Undo,取り消し,취소,撤销
lang_3506164a,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/MainPanel/ButtonsPanel/Split/Split
language",,分牌,Split,スプリット,스플릿,分牌
lang_13c3e2a6,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/MainPanel/ButtonsPanel/Clear/Clear
language",,清除,Clear,クリア,지우기 ,清除
lang_3dfff560,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/BalancePanel/Balance
language",,餘額,Balance,残高,잔액,余额
lang_a13a1db8,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/USE/Text (Legacy)
language",,使用,Use,使用,사용,使用
lang_ed071ff8,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_1/Text
language",,紫色情緒 → 自己點數 -3,Purple Mood → Your Score -3,紫のムード → 自分の点数を-3,보라색 무드 → 자신의 점수 -3,紫色心情 → 自己点数 -3
lang_4f94fa7d,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_2/Text
language",,占卜水晶 → 查看女荷官蓋牌，牌庫第一第二張牌,"Divination Crystal → Peek at female dealer's hole card, deck's 1st and 2nd card",占い水晶 → 女ディーラーの穴札と 山札の1枚目・2枚目を確認,"점술 수정 → 여성 딜러의 홀카드와 덱의 1번째, 2번째 카드 확인",占卜水晶 → 查看女荷官盖牌，牌库第一第二张牌
lang_1dabdb16,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_3/Text
language",,均衡徽章 → 使你的點數和女荷官相同,Balance Badge → Makes your points equal to the dealer’s,均衡のバッジ → あなたの点数をディーラーと同じにする,균형 배지 → 당신의 점수를 딜러와 동일하게 만든다,均衡徽章 → 使你的点数和女荷官相同
lang_6b7614bb,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_4/Text
language",,魔眼石 → 查看女荷官蓋牌，牌庫第一張牌,Magic Eye Stone → Peek at female dealer's hole card and deck's 1st card,魔眼石 → 女ディーラーの穴札と山札の1枚目を確認,마안석 → 여성 딜러의 홀카드와 덱의 1번째 카드 확인,魔眼石 → 查看女荷官盖牌，牌库第一张牌
lang_eb4c07a4,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_5/Text
language",,酒瓶 → 你的點數翻倍,Wine Bottle → Double Your Points,ワインボトル → あなたのポイントを倍増させる,와인 병 → 당신 점수 배수,酒瓶 → 你的点数翻倍
lang_1874ada9,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_6/Text
language",,藏寶圖殘片 → 若你的點數超過21，可以隨機減去3~5（救場道具）,"Treasure Map Fragment → If your points exceed 21, randomly reduce 3~5 (a bailout item)",宝の地図の断片 → 点数が21を超える場合、3〜5ポイントをランダムに減らす（救済アイテム）,보물지도 조각 → 당신의 점수가 21을 초과하면 3~5을 랜덤으로 줄일 수 있음 (구조 아이템),藏宝图残片 → 若你的点数超过21，可以随机减去3~5（救场道具）
lang_d2388e62,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_7/Text
language",,幸運幣 → 你的點數+1,Lucky Coin → Your points +1,幸運のコイン → 自分の点数を+1,행운의 동전 → 당신의 점수 +1,幸运币 → 你的点数+1
lang_7e3b31e7,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_8/Text
language",,透視藥水 → 查看牌庫第一第二張牌,Clairvoyance Potion → Peek at deck's 1st and 2nd card,透視の薬 →山札の1枚目・2枚目を確認,"투시 물약 → 덱의 1번째, 2번째 카드 확인",透视药水 →看牌库第一第二张牌
lang_03de3790,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_9/Text
language",,綠色情緒 → 自己點數 +3,Green Mood → Your Score +3,緑のムード→ 自分の点数を +3,초록색 무드 → 자신의 점수 +3,绿色心情 → 自己点数 +3
lang_f642d2e0,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_10/Text
language",,匕首 → 牌庫第一張牌置於牌庫底部,Dagger → Move the first card of the deck to the bottom of the deck,短剣 → デッキの一番上のカードをデッキの底に置く,단검 → 덱의 맨 위 카드를 덱 바닥으로 이동,匕首 → 牌库第一张牌置于牌库底部
lang_19b0fb77,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_11/Text
language",,黑棋子 → 你的點數+5,Black Chess Piece → Your Points +5,黒い駒 → あなたの点数+5,검은 말 → 당신 점수 +5,黑棋子 → 你的点数+5
lang_b82024fe,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_12/Text
language",,魔眼藥水 → 牌庫洗牌,Magic Eye Potion → Shuffle the Deck,魔眼薬水 → デッキをシャッフル,마안 약수 → 덱 섞기,魔眼药水 → 牌库洗牌
lang_cea95a45,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_13/Text
language",,空瓶 → 女荷官的點數翻倍,Empty Bottle → Double the female dealer's points,空き瓶  → 女ディーラーの点数を倍に,빈 병 → 여성 딜러 점수 배수,空瓶 → 女荷官的点数翻倍
lang_e05774cc,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_14/Text
language",,白棋子 → 女荷官點數＋5,White Chess Piece → Female Dealer Points +5,白い駒 → 女ディーラーの点数+5,흰 말 → 여성 딜러 점수 +5,白棋子 → 女荷官点数＋5
lang_1d49d463,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_15/Text
language",,厄運幣 → 玩家的點數-1,Misfortune Coin → Player's Points -1,厄運コイン → プレイヤーの点数-1,불운 동전 → 플레이어 점수 -1,厄运币 → 玩家的点数-1
lang_a2ba45ea,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/ItemPanel/Diagol/Diagol_16/Text
language",,皇室家徽 → 這局獲勝的話雙倍獎勵,Royal Crest → Double reward if win this round,王室家紋 → この局勝利で報酬2倍,왕실 문장 → 이 판 승리 시 보상 2배,皇室家徽 → 这局获胜的话双倍奖励
lang_f1c43918,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/LeaveButton/leave
language",,離開,leave,退出,열기,离开
lang_f6bb2d9e,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/TutorialPanel/Title_Setting/All/BasicRule/Text (Legacy)
language",,基本規則(Basic Rules),Basic Rules, 基本ルール (Basic Rules),기본 규칙(Basic Rules),基本规则(Basic Rules)
lang_a37cc7f9,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/TutorialPanel/Title_Setting/All/DoubleDown/Text (Legacy)
language",,加倍（Double Down）,Double Down,ダブル（Double Down）,더블 다운 (Double Down),加倍（Double Down）
lang_5b6f78fa,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/TutorialPanel/Title_Setting/All/Insurance/Text (Legacy)
language",,保險（Insurance）,Insurance,インシュランス（Insurance）,인슈어런스 (Insurance),保险（Insurance）
lang_368dc166,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/TutorialPanel/Title_Setting/All/Split/Text (Legacy)
language",,分牌（Split）,Split,スプリット（Split）,스플릿 (Split),分牌（Split）
lang_136dc3f6,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/TutorialPanel/Title_Setting/All/Introduce_Anto/Text (Legacy)
language",,安托（Anto）,Anto,アンバー（Anto）,앰버 (Anto),安托（Anto）
lang_96ded072,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/TutorialPanel/Title_Setting/All/Introduce_Hetty/Text (Legacy)
language",,赫蒂（Hetty）,Hetty,ヘディー（Hetty）,헤디 (Hetty),赫蒂（Hetty）
lang_1d8d31e0,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/TutorialPanel/Title_Setting/All/Introduce_Alice/Text (Legacy)
language",,愛麗絲（Alice）,Alice,アリス（Alice）,앨리스 (Alice),爱丽丝（Alice）
lang_e35733d7,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Canvas/TutorialPanel/Title_Setting/All/Item/Text (Legacy)
language",,道具戰術,Item Tactics,アイテム戦術,아이템 전술,道具战术
