id,file,line,literal,note
cs_6c9a28ab,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2646,"""nontemporal hint may be implemented by loading a temporary internal buffer """,Hardcoded C# string. Manual review needed.
cs_76ef4cd5,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2647,"""with the equivalent of an aligned cache line without filling this data to """,Hardcoded C# string. Manual review needed.
cs_23f22940,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2648,"""the cache. Any memory-type aliased lines in the cache will be snooped and """,Hardcoded C# string. Manual review needed.
cs_75f7a555,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2649,"""flushed. Subsequent MOVNTDQA reads to unread portions of the WC cache line """,Hardcoded C# string. Manual review needed.
cs_4f6515e6,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2650,"""will receive data from the temporary internal buffer if data is available. """,Hardcoded C# string. Manual review needed.
cs_8dcc9d2d,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2651,"""The temporary internal buffer may be flushed by the processor at any time """,Hardcoded C# string. Manual review needed.
cs_93333ed0,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2652,"""for any reason, for example:""",Hardcoded C# string. Manual review needed.
cs_ffa9d16d,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2654,"""movnti""",Hardcoded C# string. Manual review needed.
cs_5db152bd,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2655,"""Moves the doubleword integer in the source operand (second operand) to the """,Hardcoded C# string. Manual review needed.
cs_6ee9efc8,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2656,"""destination operand (first operand) using a non-temporal hint to minimize """,Hardcoded C# string. Manual review needed.
cs_64a36446,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2657,"""cache pollution during the write to memory. The source operand is a """,Hardcoded C# string. Manual review needed.
cs_fadca6ca,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2658,"""general-purpose register. The destination operand is a 32-bit memory location.""",Hardcoded C# string. Manual review needed.
cs_858f3b07,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2660,"""movntpd""",Hardcoded C# string. Manual review needed.
cs_48b6bd3e,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2661,"""vmovntpd""",Hardcoded C# string. Manual review needed.
cs_61472bf6,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2662,"""Moves the packed double-precision floating-point values in the source """,Hardcoded C# string. Manual review needed.
cs_6c155ed5,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2663,"""operand (second operand) to the destination operand (first operand) using a """,Hardcoded C# string. Manual review needed.
cs_c7319089,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2664,"""non-temporal hint to prevent caching of the data during the write to memory. """,Hardcoded C# string. Manual review needed.
cs_d7d461c2,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2665,"""The source operand is an XMM register, YMM register or ZMM register, which """,Hardcoded C# string. Manual review needed.
cs_38a9519a,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2666,"""is assumed to contain packed double-precision, floating-pointing data. The """,Hardcoded C# string. Manual review needed.
cs_a522d15e,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2667,"""destination operand is a 128-bit, 256-bit or 512-bit memory location. The """,Hardcoded C# string. Manual review needed.
cs_ac0591d5,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2668,"""memory operand must be aligned on a 16-byte (128-bit version), 32-byte """,Hardcoded C# string. Manual review needed.
cs_532b39fc,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2669,"""(VEX.256 encoded version) or 64-byte (EVEX.512 encoded version) boundary """,Hardcoded C# string. Manual review needed.
cs_b2bd31d7,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2670,"""otherwise a general-protection exception (#GP) will be generated.""",Hardcoded C# string. Manual review needed.
cs_437ca253,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2672,"""movntps""",Hardcoded C# string. Manual review needed.
cs_6895019c,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2673,"""vmovntps""",Hardcoded C# string. Manual review needed.
cs_7c3d2246,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2674,"""Moves the packed single-precision floating-point values in the source """,Hardcoded C# string. Manual review needed.
cs_d2700d94,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2675,"""operand (second operand) to the destination operand (first operand) using a """,Hardcoded C# string. Manual review needed.
cs_689d0806,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2676,"""non-temporal hint to prevent caching of the data during the write to memory. """,Hardcoded C# string. Manual review needed.
cs_f36cd53d,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2677,"""The source operand is an XMM register, YMM register or ZMM register, which """,Hardcoded C# string. Manual review needed.
cs_26428b24,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2678,"""is assumed to contain packed single-precision, floating-pointing. The """,Hardcoded C# string. Manual review needed.
cs_25deddd3,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2679,"""destination operand is a 128-bit, 256-bit or 512-bit memory location. The """,Hardcoded C# string. Manual review needed.
cs_72a1c513,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2680,"""memory operand must be aligned on a 16-byte (128-bit version), 32-byte """,Hardcoded C# string. Manual review needed.
cs_175a8d22,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2681,"""(VEX.256 encoded version) or 64-byte (EVEX.512 encoded version) boundary """,Hardcoded C# string. Manual review needed.
cs_852be1be,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2682,"""otherwise a general-protection exception (#GP) will be generated.""",Hardcoded C# string. Manual review needed.
cs_3d5fc8d2,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2684,"""movntq""",Hardcoded C# string. Manual review needed.
cs_49b1eea8,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2685,"""Moves the quadword in the source operand (second operand) to the destination """,Hardcoded C# string. Manual review needed.
cs_ab37eb3d,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2686,"""operand (first operand) using a non-temporal hint to minimize cache """,Hardcoded C# string. Manual review needed.
cs_d28777ed,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2687,"""pollution during the write to memory. The source operand is an MMX """,Hardcoded C# string. Manual review needed.
cs_7c0d272c,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2688,"""technology register, which is assumed to contain packed integer data (packed """,Hardcoded C# string. Manual review needed.
cs_1a091e81,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2689,"""bytes, words, or doublewords). The destination operand is a 64-bit memory location.""",Hardcoded C# string. Manual review needed.
cs_a5f641d2,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2691,"""movq""",Hardcoded C# string. Manual review needed.
cs_c594ef93,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2692,"""vmovq""",Hardcoded C# string. Manual review needed.
cs_55cd4aed,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2693,"""Copies a quadword from the source operand (second operand) to the """,Hardcoded C# string. Manual review needed.
cs_9bb02fdc,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2694,"""destination operand (first operand). The source and destination operands can """,Hardcoded C# string. Manual review needed.
cs_97de5668,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2695,"""be MMX technology registers, XMM registers, or 64-bit memory locations. This """,Hardcoded C# string. Manual review needed.
cs_0d554ee8,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2696,"""instruction can be used to move a quadword between two MMX technology """,Hardcoded C# string. Manual review needed.
cs_5a55d0b5,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2697,"""registers or between an MMX technology register and a 64-bit memory """,Hardcoded C# string. Manual review needed.
cs_25883cb4,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2698,"""location, or to move data between two XMM registers or between an XMM """,Hardcoded C# string. Manual review needed.
cs_23745dc5,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2699,"""register and a 64-bit memory location. The instruction cannot be used to """,Hardcoded C# string. Manual review needed.
cs_5a504974,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2700,"""transfer data between memory locations.""",Hardcoded C# string. Manual review needed.
cs_4b3f8926,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2702,"""movq2dq""",Hardcoded C# string. Manual review needed.
cs_2ff38c3a,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2703,"""Moves the quadword from the source operand (second operand) to the low """,Hardcoded C# string. Manual review needed.
cs_80ff49bf,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2704,"""quadword of the destination operand (first operand). The source operand is """,Hardcoded C# string. Manual review needed.
cs_5d9a7eb8,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2705,"""an MMX technology register and the destination operand is an XMM register.""",Hardcoded C# string. Manual review needed.
cs_247dcd84,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2707,"""movs""",Hardcoded C# string. Manual review needed.
cs_41a4ba63,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2708,"""movsb""",Hardcoded C# string. Manual review needed.
cs_9f371035,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2709,"""movsw""",Hardcoded C# string. Manual review needed.
cs_37150875,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2710,"""movsq""",Hardcoded C# string. Manual review needed.
cs_eb42ea83,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2711,"""Moves the byte, word, or doubleword specified with the second operand """,Hardcoded C# string. Manual review needed.
cs_f68a9e1b,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2712,"""(source operand) to the location specified with the first operand """,Hardcoded C# string. Manual review needed.
cs_1d344e7a,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2713,"""(destination operand). Both the source and destination operands are located """,Hardcoded C# string. Manual review needed.
cs_adc52fcb,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2714,"""in memory. The address of the source operand is read from the DS:ESI or the """,Hardcoded C# string. Manual review needed.
cs_41a6a4d1,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2715,"""DS:SI registers (depending on the address-size attribute of the instruction, """,Hardcoded C# string. Manual review needed.
cs_d633e192,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2716,"""32 or 16, respectively). The address of the destination operand is read from """,Hardcoded C# string. Manual review needed.
cs_20121554,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2717,"""the ES:EDI or the ES:DI registers (again depending on the address-size """,Hardcoded C# string. Manual review needed.
cs_593d77c8,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2718,"""attribute of the instruction). The DS segment may be overridden with a """,Hardcoded C# string. Manual review needed.
cs_3acf1316,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2719,"""segment override prefix, but the ES segment cannot be overridden.""",Hardcoded C# string. Manual review needed.
cs_b22816d4,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2721,"""movsd""",Hardcoded C# string. Manual review needed.
cs_bc2246fb,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2722,"""vmovsd""",Hardcoded C# string. Manual review needed.
cs_6967723b,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2723,"""Moves a scalar double-precision floating-point value from the source operand """,Hardcoded C# string. Manual review needed.
cs_24430146,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2724,"""(second operand) to the destination operand (first operand). The source and """,Hardcoded C# string. Manual review needed.
cs_a1dd8cb0,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2725,"""destination operands can be XMM registers or 64-bit memory locations. This """,Hardcoded C# string. Manual review needed.
cs_616218b0,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2726,"""instruction can be used to move a double-precision floating-point value to """,Hardcoded C# string. Manual review needed.
cs_f9c7859d,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2727,"""and from the low quadword of an XMM register and a 64-bit memory location, """,Hardcoded C# string. Manual review needed.
cs_5aa90ec1,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2728,"""or to move a double-precision floating-point value between the low quadwords """,Hardcoded C# string. Manual review needed.
cs_a684897e,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2729,"""of two XMM registers. The instruction cannot be used to transfer data """,Hardcoded C# string. Manual review needed.
cs_22313548,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2730,"""between memory locations.""",Hardcoded C# string. Manual review needed.
cs_2007bbd7,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2732,"""movshdup""",Hardcoded C# string. Manual review needed.
cs_b4726ae4,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2733,"""vmovshdup""",Hardcoded C# string. Manual review needed.
cs_4aba6615,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2734,"""Duplicates odd-indexed single-precision floating-point values from the """,Hardcoded C# string. Manual review needed.
cs_5e76df4c,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2735,"""source operand (the second operand) to adjacent element pair in the """,Hardcoded C# string. Manual review needed.
cs_a640740a,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2736,"""destination operand (the first operand). The source operand is an XMM, YMM """,Hardcoded C# string. Manual review needed.
cs_9ce87b2a,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2737,"""or ZMM register or 128, 256 or 512-bit memory location and the destination """,Hardcoded C# string. Manual review needed.
cs_77cb89d4,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2738,"""operand is an XMM, YMM or ZMM register.""",Hardcoded C# string. Manual review needed.
cs_26ecb8c0,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2740,"""movsldup""",Hardcoded C# string. Manual review needed.
cs_f80034cd,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2741,"""vmovsldup""",Hardcoded C# string. Manual review needed.
cs_789acbd9,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2742,"""Duplicates even-indexed single-precision floating-point values from the """,Hardcoded C# string. Manual review needed.
cs_abd3007a,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2743,"""source operand (the second operand). The source operand is an XMM, YMM or """,Hardcoded C# string. Manual review needed.
cs_198de601,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2744,"""ZMM register or 128, 256 or 512-bit memory location and the destination """,Hardcoded C# string. Manual review needed.
cs_11adce00,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2745,"""operand is an XMM, YMM or ZMM register.""",Hardcoded C# string. Manual review needed.
cs_59ee466b,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2747,"""movss""",Hardcoded C# string. Manual review needed.
cs_b40fa6d0,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2748,"""vmovss""",Hardcoded C# string. Manual review needed.
cs_627718c0,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2749,"""Moves a scalar single-precision floating-point value from the source operand """,Hardcoded C# string. Manual review needed.
cs_f2b7bb77,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2750,"""(second operand) to the destination operand (first operand). The source and """,Hardcoded C# string. Manual review needed.
cs_94021cc2,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2751,"""destination operands can be XMM registers or 32-bit memory locations. This """,Hardcoded C# string. Manual review needed.
cs_0b99064e,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2752,"""instruction can be used to move a single-precision floating-point value to """,Hardcoded C# string. Manual review needed.
cs_1c9fded9,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2753,"""and from the low doubleword of an XMM register and a 32-bit memory location, """,Hardcoded C# string. Manual review needed.
cs_066f74e1,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2754,"""or to move a single-precision floating-point value between the low """,Hardcoded C# string. Manual review needed.
cs_6a7517c3,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2755,"""doublewords of two XMM registers. The instruction cannot be used to transfer """,Hardcoded C# string. Manual review needed.
cs_5efd52de,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2756,"""data between memory locations.""",Hardcoded C# string. Manual review needed.
cs_95815524,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2758,"""movsx""",Hardcoded C# string. Manual review needed.
cs_a0d0c0c1,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2759,"""movsxd""",Hardcoded C# string. Manual review needed.
cs_6261625e,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2760,"""Copies the contents of the source operand (register or memory location) to """,Hardcoded C# string. Manual review needed.
cs_e8189c58,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2761,"""the destination operand (register) and sign extends the value to 16 or 32 """,Hardcoded C# string. Manual review needed.
cs_d098a487,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2762,"""bits. The size of the converted value depends on the operand-size attribute.""",Hardcoded C# string. Manual review needed.
cs_a63f757b,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2764,"""movupd""",Hardcoded C# string. Manual review needed.
cs_96ac35fa,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2765,"""vmovupd""",Hardcoded C# string. Manual review needed.
cs_9b342eb0,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2766,"""Note: VEX.vvvv and EVEX.vvvv is reserved and must be 1111b otherwise instructions will #UD.""",Hardcoded C# string. Manual review needed.
cs_9e97969c,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2768,"""movups""",Hardcoded C# string. Manual review needed.
cs_dba86195,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2769,"""vmovups""",Hardcoded C# string. Manual review needed.
cs_56c13fff,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2770,"""Note: VEX.vvvv and EVEX.vvvv is reserved and must be 1111b otherwise instructions will #UD.""",Hardcoded C# string. Manual review needed.
cs_4dba83d7,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2772,"""movzx""",Hardcoded C# string. Manual review needed.
cs_03ce046e,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2773,"""Copies the contents of the source operand (register or memory location) to """,Hardcoded C# string. Manual review needed.
cs_d3c7193e,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2774,"""the destination operand (register) and zero extends the value. The size of """,Hardcoded C# string. Manual review needed.
cs_92fabb8c,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2775,"""the converted value depends on the operand-size attribute.""",Hardcoded C# string. Manual review needed.
cs_acd01ab0,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2777,"""mpsadbw""",Hardcoded C# string. Manual review needed.
cs_713107f9,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2778,"""vmpsadbw""",Hardcoded C# string. Manual review needed.
cs_e067e0fb,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2779,"""(V)MPSADBW calculates packed word results of sum-absolute-difference (SAD) """,Hardcoded C# string. Manual review needed.
cs_927749e8,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2780,"""of unsigned bytes from two blocks of 32-bit dword elements, using two select """,Hardcoded C# string. Manual review needed.
cs_b66a94d6,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2781,"""fields in the immediate byte to select the offsets of the two blocks within """,Hardcoded C# string. Manual review needed.
cs_82c1bcb4,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2782,"""the first source operand and the second operand. Packed SAD word results are """,Hardcoded C# string. Manual review needed.
cs_7eb6f264,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2783,"""calculated within each 128-bit lane. Each SAD word result is calculated """,Hardcoded C# string. Manual review needed.
cs_700f24ea,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2784,"""between a stationary block_2 (whose offset within the second source operand """,Hardcoded C# string. Manual review needed.
cs_635d4f28,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2785,"""is selected by a two bit select control, multiplied by 32 bits) and a """,Hardcoded C# string. Manual review needed.
cs_aa330665,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2786,"""sliding block_1 at consecutive byte-granular position within the first source """,Hardcoded C# string. Manual review needed.
cs_63dba40a,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2787,"""operand. The offset of the first 32-bit block of block_1 is selectable using """,Hardcoded C# string. Manual review needed.
cs_657c525a,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2788,"""a one bit select control, multiplied by 32 bits.""",Hardcoded C# string. Manual review needed.
cs_27500909,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2790,"""mul""",Hardcoded C# string. Manual review needed.
cs_9e5c47b5,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2791,"""Performs an unsigned multiplication of the first operand (destination """,Hardcoded C# string. Manual review needed.
cs_0bd829fc,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2792,"""operand) and the second operand (source operand) and stores the result in the """,Hardcoded C# string. Manual review needed.
cs_ddb88c5c,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2793,"""destination operand. The destination operand is an implied operand located in """,Hardcoded C# string. Manual review needed.
cs_fd5c2203,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2794,"""register AL, AX or EAX (depending on the size of the operand); the source """,Hardcoded C# string. Manual review needed.
cs_171d63e0,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2795,"""operand is located in a general-purpose register or a memory location. The """,Hardcoded C# string. Manual review needed.
cs_27be0ba5,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2796,"""action of this instruction and the location of the result depends on the """,Hardcoded C# string. Manual review needed.
cs_6446b29e,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2797,"""opcode and the operand size.""",Hardcoded C# string. Manual review needed.
cs_aa08ad66,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2799,"""mulpd""",Hardcoded C# string. Manual review needed.
cs_4f0deb19,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2800,"""vmulpd""",Hardcoded C# string. Manual review needed.
cs_e4d1620b,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2801,"""Multiply packed double-precision floating-point values from the first source """,Hardcoded C# string. Manual review needed.
cs_933623de,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2802,"""operand with corresponding values in the second source operand, and stores """,Hardcoded C# string. Manual review needed.
cs_bd0b6faf,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2803,"""the packed double-precision floating-point results in the destination operand.""",Hardcoded C# string. Manual review needed.
cs_d8230fc9,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2805,"""mulps""",Hardcoded C# string. Manual review needed.
cs_a285ff28,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2806,"""vmulps""",Hardcoded C# string. Manual review needed.
cs_db659fca,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2807,"""Multiply the packed single-precision floating-point values from the first """,Hardcoded C# string. Manual review needed.
cs_a6a8d571,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2808,"""source operand with the corresponding values in the second source operand, """,Hardcoded C# string. Manual review needed.
cs_9e1f766f,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2809,"""and stores the packed double-precision floating-point results in the """,Hardcoded C# string. Manual review needed.
cs_68d96729,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2810,"""destination operand.""",Hardcoded C# string. Manual review needed.
cs_460025df,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2812,"""mulsd""",Hardcoded C# string. Manual review needed.
cs_c2ee236c,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2813,"""vmulsd""",Hardcoded C# string. Manual review needed.
cs_dacd0f2c,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2814,"""Multiplies the low double-precision floating-point value in the second source """,Hardcoded C# string. Manual review needed.
cs_69b0fb35,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2815,"""operand by the low double-precision floating-point value in the first source """,Hardcoded C# string. Manual review needed.
cs_a38c2cad,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2816,"""operand, and stores the double-precision floating-point result in the """,Hardcoded C# string. Manual review needed.
cs_85fa8464,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2817,"""destination operand. The second source operand can be an XMM register or a """,Hardcoded C# string. Manual review needed.
cs_e314c9df,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2818,"""64-bit memory location. The first source operand and the destination operands """,Hardcoded C# string. Manual review needed.
cs_a0256117,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2819,"""are XMM registers.""",Hardcoded C# string. Manual review needed.
cs_2228cfc6,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2821,"""mulss""",Hardcoded C# string. Manual review needed.
cs_68c28fab,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2822,"""vmulss""",Hardcoded C# string. Manual review needed.
cs_4062bd57,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2823,"""Multiplies the low single-precision floating-point value from the second """,Hardcoded C# string. Manual review needed.
cs_1a1db2c6,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2824,"""source operand by the low single-precision floating-point value in the first """,Hardcoded C# string. Manual review needed.
cs_a803993d,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2825,"""source operand, and stores the single-precision floating-point result in the """,Hardcoded C# string. Manual review needed.
cs_c2d3bd40,Packages/com.unity.burst/Editor/BurstDisassembler.Core.x86.info.cs,2826,"""destination operand. The second source operand can be an XMM register or a """,Hardcoded C# string. Manual review needed.
